Higher Topic,Focus Area,Subtopic,Lead Center,Participating Center(s),Content
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.2 Structures,A3.01Structural Efficiency-Aeroservoelasticity, LaRC, AFRC,"The technical discipline of aeroelasticity is a critical ingredient necessary in the design process of a flight vehicle for ensuring freedom from catastrophic aeroelastic and aeroservoelastic instabilities. This discipline requires a thorough understanding of the complex interactions between a flexible structure and the unsteady aerodynamic forces acting on the structure and at times, active systems controlling the flight vehicle. The Fundamental Aeronautics Program's work on Structural Efficiency for the FY 2014 NASA SBIR solicitation is focused on aeroservoelasticity active structural control for lightweight flexible structures, specifically related to load redistribution, flutter prediction and suppression, and gust load prediction and alleviation. Of interest are: Aeroservoelastic analyses at the appropriate level of fidelity for the problem at hand. Aeroservoelastic experiments to validate methodologies and to gain valuable insights available only through testing. Development of computational-aeroservoelastic analysis tools that advance the state of the art in aeroelasticity through novel and creative application of aeroelastic knowledge. Specific subjects to be considered include: Development of design methodologies that include CFD steady and unsteady aerodynamics, flexible structures, and active control systems. Development of efficient methods to generate mathematical models of wind-tunnel models and flight vehicles for performing aeroservoelastic studies. Example: CFD-based methods (reduced-order models) for aeroservoelasticity models that can be used to predict and alleviate gust loads, ride quality issues, flight dynamics stability and control issues, and flutter. Development of aeroservoelasticity concepts and models, including unique control concepts and architectures that employ smart materials embedded in the structure and/or aerodynamic control surfaces for suppressing aeroelastic instabilities or for improving performance. Development of techniques that support simulations, ground testing, wind-tunnel tests, and flight experiments of aeroservoelastic phenomena. Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.2 Structures,H5.02Deployable Structures, LaRC," GRC, JPL","Nearly all spacecraft flown to date are powered by deployable solar arrays, having up to 100 m2 of solar cell area and 25 kW of electrical power. NASA has a vital interest in developing much larger arrays over the next 20 years with up to 4000 m2 of deployed area (1 MW) for exploration missions using solar electric propulsion (SEP). Scaling up solar array deployed surface area by more than an order-of-magnitude will require game changing innovations. In particular, novel flexible-substrate designs are needed that minimize structural mass and packaging volume while maximizing deployment reliability, deployed stiffness, deployed strength, and longevity. Most of the mass savings in these very large future arrays will probably come from improvements to solar array supporting structures, not from improvements in the solar cells mounted on the arrays. NASA is currently developing solar array systems for SEP in the 30-50 kW power range. This SBIR subtopic seeks innovative structures and materials technologies and capabilities for the next generation of lightweight solar arrays beyond 50 kW. Technologies are needed for the design and verification of large deployable solar arrays with: 200-400 m2 of deployed area (50-100 kW) in 3-5 years. 400-1200 m2 of deployed area (100-300 kW) in 5-10 years. 1200-4000 m2 of deployed area (300-1000 kW) in 10-20 years. These deployed areas are typically divided between two solar array wings, with each wing requiring half of the specified area. This subtopic seeks innovations in the following areas for future large solar array structures: Novel design, packaging, deployment, and in-space manufacturing and assembly concepts. Lightweight, compact components including booms, ribs, substrates, and mechanisms. Validated modeling, analysis, and simulation techniques. Ground and in-space test methods. Load alleviation, damping, and stiffening techniques. High-fidelity, functioning laboratory models. Nominal solar array requirements for large-scale SEP applications are: Mass specific power > 120 W/kg at beginning of life (BOL). Stowed volume specific power > 40 kW/m3 BOL. Deployment reliability > 0.999. Deployed stiffness > 0.1 Hz. Deployed strength > 0.2 g (all directions). Lifetime > 5 years. Variations of NASA’s in-house large solar array concept referred to as the Government Reference Array (GRA) could be used for design, analysis, and hardware studies. Improved packaging, joints, deployment methods, etc. to enable GRA-type solar arrays up to 4000 m2 in size (1 MW) with up to 250 W/kg and 60 kW/m3 BOL are of special interest. The GRA is described in Reference 2. In Phase I, contractors should prove the feasibility of proposed innovations using suitable analyses and tests. In Phase II, significant hardware or software capabilities should be developed and demonstrated to advance their Technology Readiness Level (TRL). TRLs at the end of Phase II of 3-4 or higher are desired. References: “Concept Design of High Power Solar Electric Propulsion Vehicles for Human Exploration” (http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/20120000068_2011025608.pdf). Pappa, R. S. et al., “Solar Array Structures for 300 kW-Class Spacecraft,” Presented at the Space Power Workshop, April 24, 2013. Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.2 Structures,H13.02Advanced Structural Health Monitoring, LaRC," AFRC, ARC, GRC, GSFC, JSC, MSFC","Future manned space missions will require spacecraft and launch vehicles that are capable of monitoring the structural health of the vehicle and diagnosing and reporting any degradation in vehicle capability. This subtopic seeks new and innovative technologies in structural health monitoring (SHM) and integrated vehicle health management (IVHM) systems and analysis tools. Techniques sought include modular/low mass-volume systems, low power, low maintenance systems, and systems that reduce or eliminate wiring, as well as stand-alone smart-sensor systems that provide processed data as close to the sensor as practical and systems that are flexible in their applicability. Examples of possible system are: Surface Acoustic Wave (SAW)-based sensors, passive wireless sensor-tags, flexible sensors for highly curved surfaces direct-write film sensors, and others. Damage detection modes include leak detection, ammonia detection, micrometeoroid impact and others. Reduction in the complexity of standard wires and connectors and enabling sensing functions in locations not normally accessible with previous technologies is also desirable. Proposed techniques should be capable of long term service with little or no intervention. Sensor systems should be capable of identifying material state awareness and distinguish aging related phenomena and damage related conditions. It is considered advantageous that these systems perform characterization of age-related degradation in complex composite and metallic materials. Measurement techniques and analysis methods related to quantifying material thermal properties, elastic properties, density, microcrack formation, fiber buckling and breakage, etc. in complex composite material systems, adhesively bonded/built-up and/or polymer-matrix composite sandwich structures are of particular interest. Some consideration will be given to the IVHM /SHM ability to survive in on-orbit and deep space conditions, allow for additions or changes in instrumentation late in the design/development process and enable relocation or upgrade on orbit. System should allow NASA to gain insight into performance and safety of NASA vehicles as well as commercial launchers, vehicles and payloads supporting NASA missions. Inclusion of a plan for detailed technical operation and deployment is highly favored. Phase I Deliverables - Lab prototype or feasibility study, including simulations and measurements, proving the proposed approach to develop a given product (TRL 2-4). Plan for Phase II including proposed verification methods. Phase II Deliverables - Working engineering model or software of proposed product, along with full report of development and test results, including verification methods (TRL 5-6). Opportunities and plans should also be identified and summarized for potential commercialization. Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.3 Mechanical Systems,A3.04Aerodynamic Efficiency, ARC," AFRC, LaRC","NASA is conducting fundamental aeronautics research to develop innovative ideas that can lead to next generation aircraft design concepts with improved aerodynamic efficiency. Innovative vehicle concepts are being studied with emphasis on MDAO methods that can simultaneously address complex interactions among aerodynamics, aeroelasticity, propulsion, dynamics, and controls. Modern aircraft development is a tightly coupled multi-disciplinary process designed to achieve as much efficiency as possible. There is an increasing interest in flight control technologies that can improve aerodynamic efficiency. Concepts such as performance adaptive aeroelastic wing shape control for drag reduction and circulation control for lift augmentation are potential aviation technologies that can contribute to the goal of aerodynamic efficiency. To realize the full potential of these technologies, tight coupling with vehicle dynamics and control should be emphasized. The vehicle-centric flight control perspective will enable an integrated approach that ensures complex vehicle interactions with new technologies are addressed. Areas of interest are performance adaptive aeroelastic wing shape control concepts that can: Tailor the spanwise lift distribution for optimal L/D throughout the flight envelope. Enable high-aspect ratio wing design with relaxed stiffness to reduce weight and drag penalties of non-lifting structures. Improve aerodynamic performance by enabling more efficient designs. Specific subjects to be considered include but are not limited to: Novel control systems that can potentially reduce size, weight, and drag relative to the existing state-of-the-art, including concepts that can improve aerodynamic performance by exploring design options with relaxed static stability. Control laws and associated architectures that blend wing shape control for optimal L/D with performance, command tracking, and suitable handling and ride quality in all flight phases, taking into account aeroelasticity and flow physics as necessary. Measurement and instrumentation required to enable the control laws and architectures. Measurement, instrumentation, and/or estimation techniques for real-time identification of vehicle drag or L/D. Techniques to ensure robustness relative to measurement, estimation, and control uncertainty. Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.3 Mechanical Systems,A3.06Rotorcraft, ARC," GRC, LaRC","The challenge of the Rotary Wing thrust of the NASA Fundamental Aeronautics Program is to develop and validate tools, technologies and concepts to overcome key barriers for rotary wing vehicles. Technologies of particular interest are as follows: The use of small vertical lift UAVs has increased in recent times with many civilian applications missions being proposed, including autonomous surveillance, mapping, etc. Much of the current research associated with these vehicles has been in the areas of electric propulsion, batteries, small sensors and autonomous control laws, while very little attention has been paid to their acoustic characteristics. The generation and propagation of noise associated with this small class of vertical lift UAVs are not well understood and prediction tools have not been developed or validated for this class of vehicles. The objective of a proposed effort is to develop design and analysis tools for the prediction of acoustics for small vertical lift UAVs, such as quad-copters, coaxial rotor UAVs, ducted fan rotors, etc. Proposals are also sought that include measurement and characterization of noise associated with this class of small vertical lift UAVs. A transition to low-carbon propulsion has the promise of dramatically reducing the emissions from full-scale rotorcraft, as well as reducing overall fuel consumption and operating cost. All-electric and hybrid electric propulsion systems could be beneficial to rotorcraft due to high power requirements of hover and integrated motor-drive systems designs that could be realized. The objective of a proposed effort is to investigate, develop and/or demonstrate all-electric and hybrid electric architectures specific to full-scale rotorcraft drive and propulsion system applications. Validated modeling and analysis tools for all-electric and hybrid electric propulsions systems are also sought in this solicitation, as are system studies of various hybrid/electric architectures to show their relative benefits in-terms of weight, efficiency, emissions and fuel consumption for full-scale rotorcraft applications. Proposals on other rotorcraft technologies will also be considered but the primary emphasis of the solicitation will be on the above two identified technical areas. Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.4 Manufacturing,H5.01Additive Manufacturing of Lightweight Metallic Structures, LaRC," GRC, JSC, MSFC","The objective of this subtopic is to advance technology readiness levels of lightweight metals and manufacturing techniques for launch vehicles and in-space applications resulting in structures having affordable, reliable, predictable performance with reduced costs. Technologies developed under this subtopic are of interest to NASA programs such as Space Launch System (SLS), Multi-Purpose Crew Vehicle (MPCV), Orion, and commercial launch providers. Metallic additive manufacturing (AM) technology builds near-net shape components one layer at a time using metal powder bed or wire fed processes and data from 3-D CAD models. Metallic AM technologies like Selective Laser Melting (SLM), Direct Metal Laser Sintering (DMLS), Electron Beam Freeform Fabrication (EBF3), and Laser Engineered Net Shaping (LENS) are of interest to NASA for fabrication of advanced metallic aerospace components and in-space fabrication and repair. These technologies enable the direct fabrication of net or near-net shape components without the need for tooling and with minimal or no machining thereby reducing component lead time, manufacturing cost, and material waste. Metallic AM also has the potential to enable novel product designs that could not be fabricated using conventional subtractive machining processes and extends the life of in-service parts through innovative repair methodologies. Currently, some metallic AM systems use sensors for process control but not for in-situ quality assurance (QA) or flaw detection. The purpose of this subtopic is to invest in mid- and long-term research to establish rigorous, systematic, and scalable verification and validation methods for metallic AM. Beam tracking errors, part distortion, feedstock nozzle stand-off distance variability, excessive heat build-up in the deposit, stuck or unmelted feedstock, etc. can contribute to build deposit geometric anomalies and discontinuities. The objective would be to achieve a capability to have in-situ assessment during the deposition process to provide immediate feedback to the operator or a closed loop control system to enable real-time process correction or remedial actions to correct for defects. Although the technologies developed may be specific to one metallic AM system, it is desired that they have cross cutting capabilities to other metallic AM technologies. Proposals are invited that: Explore new and improved sensors and sensor systems for monitoring of the metallic AM build deposit. Offer technologies to use the signals generated by the energy beam (either electron beam or laser) or beam / substrate emissions for in-situ process monitoring and quality assurance. Propose additional devices to support real-time geometric part inspection and identification of flaws (voids, cracks, lack of fusion defects or other discontinuities). Technologies should enable determination of the boundaries of the molten pool within 0.001” (in order to define the size and shape), measurement of temperature over the range from 700 °F to 3000 °F (representative of the molten pool and surrounding regions) to within 25 °F, measurement of geometric features to within +0.005”, detect flaws in the range of 0.010 - 0.001”, and determine chemical composition within 1 weight percent. Technologies should be compatible with standard high speed computer communication protocols and sensors should be able to update at frequencies on the order of 10 Hz. Highly desirable attributes are that technologies enable non-contact sensing and measurement, are vacuum compatible, and are relatively insensitive to contamination. Desirable attributes include that technologies are non-hazardous, do not require the use of additional consumables, and do not introduce contaminants into the process. Research should be conducted to demonstrate technical feasibility in Phase I and show a path toward demonstration in Phase II of in-situ process monitoring and quality assurance. Phase II proposals should include delivery of a prototype system for test and evaluation in environments representative of NASA’s metallic AM systems. Expected Technology Readiness Levels (TRL) at the completion of Phase I projects are 2-3 and 4-5 at the end of Phase II projects. Links to information about NASA’s additive manufacturing development projects can be found at: Selective Laser Melting (SLM) and Direct Metal Laser Sintering (DMLS). (http://www.nasa.gov/exploration/systems/sls/3dprinting.html). Electron Beam Freeform Fabrication (EBF3) (http://www.sciencedaily.com/releases/2009/11/091110071535.htm(link is external)). (http://www.nmc.ctc.com/useruploads/file/events/PA_Karen_Taminger.pdf(link is external)). Laser Engineered Net Shaping (LENS). (http://www.sandia.gov/mst/pdf/LENS.pdf(link is external)). Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.4 Manufacturing,H10.01Recycling/Reclamation of 3-D Printer Plastic for Reuse, MSFC," ARC, JSC, KSC","The subtopic seeks to develop innovative concepts to support the development of recycling/reclaiming technologies for Acrylonitrile Butadiene Styrene (ABS) plastic parts in space, thus providing viable solutions for self-sustained additive manufacturing capability with plastic materials. As the National Aeronautics and Space Administration (NASA) destinations push farther beyond the limits of low Earth orbit, the convenience of fabricating components and equipment on the ground to quickly resupply missions will no longer be a reasonable option. Resupply is difficult during deep space missions; it requires a paradigm shift in the way the Agency currently relies on an Earth-based supply chain for spares, maintenance, repair, and hardware design models, including those currently on the International Space Station (ISS). With the ISS program extension, there is a high likelihood of necessary replacement parts. This is a unique opportunity to begin changing the current model for resupply and repair to prepare and mature technology for deep space exploration missions. 3-D printing, formally known as “Additive Manufacturing”, is the method of building parts layer-by-layer from data files such as Computer Aided Design models. Data files with tool and part schematics can be pre-loaded onto the device before a launch, or up-linked to the device while on-orbit. 3-D printers currently scheduled for on-board ISS use will employ extrusion-based additive manufacturing, which involves building an object out of plastic deposited by the melting of feedstock by an extruder head. The plastic extrusion additive manufacturing process is a low-energy, low-mass solution to many common needs on board the ISS. The 3-D Printing in Zero-G “3-D Print” Technology Demonstration and the Additive Manufacturing Facility (AMF) plan to utilize the commercial 3-D printing standard 1.75mm ABS filament as feedstock on ISS. To truly develop a self-sustaining, closed-loop on-orbit manufacturing process that will result in less mass to launch and increased on-demand capability in space, a means of recycling and reclaiming the feedstock is required. This SBIR seeks technologies that can take ABS parts analogous to those which could be printed on ISS (maximum size of 6cm x 12 cm x 6 cm) and demonstrate recycling/reclamation capability of the part back into 1.75mm filament feedstock. This subtopic seeks innovative technologies in the following areas: ABS part reclamation - decomposing a plastic part (maximum size of 6 cm x 12 cm x 6 cm) and reconstitution into 1.75mm (±0.1mm) diameter wire spools, pellets, or other forms that can be fed into an extrusion device. Production of recycled plastic filament while maintaining repeatable, consistent filament diameter of 1.75mm with ±0.1mm tolerance. Methods to avoid bulging of feedstock as the filament is created. Gravity-independent filament spooling capability: drawing the filament onto a feedstock spool as it is being created without relying on gravity to guide the filament. Goal for spool dimension should be 156mm OD, 48mm ID, 43mm wide. Environmental containment for Foreign Object Debris (FOD) and material off-gassing. For all above technologies, research should be conducted to demonstrate technical feasibility during Phase I and show a path towards Phase II hardware/software demonstration with delivery of a demonstration unit for NASA testing at the completion of the Phase II contract. Demonstration of the Engineering Unit at the end of Phase II may lead to an opportunity for a Phase III contract for a Flight Unit. Phase I Deliverables - Feasibility study with proposed path forward to develop Engineering Unit in Phase II; study should address how the design will meet flight certification, safety requirements, and operational constraints for spaceflight; and bench top proof-of-concept, including samples and test data, proving the proposed approach to develop a given product (TRL 3-5). Phase II Deliverables - Functioning Engineering Unit of proposed product, along with full report of development and test data (TRL 5-6). Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.5 Cross-Cutting,A3.07Propulsion Efficiency - Propulsion Materials and Structures, GRC, AFRC,"Research and development of both materials and structures is essential to the NASA Aeronautics Programs, Fundamental Aeronautics and Aviation Safety, contributing to their ability to achieve their long-term goals in developing advanced propulsion systems. Responding to this call will require a proposal describing the intent to conduct novel research in materials and structures linked to enhancing aircraft propulsion efficiency. Reductions in vehicle weight, fuel consumption and increased component durability/life will increase propulsion efficiency. The extreme temperature and environmental stability requirements of advanced aircraft propulsion systems demand development of new, reliable, higher performance materials. Research in the areas of high-temperature metals, alloys, ceramics, polymers and their composites provides the fundamental understanding of the underlying process-structure-property relationships of these materials. Study of material systems interactions with harsh environmental conditions and their modes of failure are of particular importance to developing more advanced materials for future aircraft propulsion systems, which will be operating at higher temperatures than todays turbine engines. Heat transport, diffusion, oxidation and corrosion, deformation, creep, fatigue and fracture are among the complex phenomena that can occur in the component materials in the extreme environment of turbine engines propulsion systems. Many of the significant advances in aircraft propulsion have been enabled by improved materials and materials manufacturing processes. Additional advances in the performance and efficiency of jet propulsion systems will be strongly dependent on the development of lighter, more durable high-temperature materials. The specific topics of interest include: Advanced High Temperature Materials Technologies Including Fundamental Materials Development, Processing and Characterization. Innovative approaches to enhance the durability, processability, performance and reliability of advanced materials including advanced blade and disk alloys, ceramics and CMCs, polymers and PMCs, nanostructured materials, hybrid materials and coatings to improve environmental durability. In particular, proposals are sought in: Disk materials and concepts such as innovative joining methodologies for bonding powder metallurgy disk material to directionally solidified/single crystal rim alloy. Corrosion/oxidation resistant coatings for turbine disk materials operating at temperatures in excess of 1400 °F. High strength fibers for ceramic matrix composites and environmental barrier coatings to enable a CMC temperature capability greater than 2700 °F. Innovative methods for the evaluation of advanced materials and structural concepts under simulated operating conditions, including combinations of thermal loads, mechanical loads during environmental (application) exposure. Innovative processing methods that enhance high temperature material and coating properties and reliability. Development and evaluation of shape memory alloys for applications across the lower temperature range of the subsonic aircraft flight path, i.e., experiencing shape changing phase transitions between 0° to -50 °C. Using the unique properties of nanomaterials to tailoring composite properties using nanocomposites, nano-engineered, thermally-conductive composites and micro-engineered porous structures with metals, polymer and ceramic composites. Advanced Structural Concepts. New concepts for propulsion components incorporating new lightweight concepts as well as smart structural concepts to reduce mass and improve durability. 3-D additive fabrication of complex structures/subelements demonstrating mechanical properties and environmental durability for propulsion system applications. Multifunctional materials and structural concepts for gas turbine engine structures, such as novel approaches to power harvesting, thermal management, self-sensing, and materials for actuation. Fabrication of unique structures (such as lattice block) using shape memory alloys for lightweight multifunctional/adaptive structures for engine component applications. Innovative approaches for use of shape memory alloys for actuation of components in gas turbine engines. Computational Materials and Multiscale Modeling Tools. Including methods to predict properties, and/or durability of propulsion materials based upon chemistry and processing for conventional as well as functionally-graded, nanostructured, multifunctional and adaptive materials. And robust and efficient design methods and tools for advanced materials and structural concepts (in particular multifunctional and/or adaptive components) including variable fidelity methods, uncertainty-based design and optimization methods, multi-scale computational modeling, and multi-physics modeling tools. In particular proposals are sought in: Development of physics-based models of the various failure mechanisms of the EBC, particularly those associated with environmental degradation (e.g., oxidation, diffusion, cracking, crack + oxygen interaction, creep, etc.). Multiscale design tools for aircraft engine structures that integrate novel materials, mechanism design, and structural subcomponent design into systems level designs. Use of multiscale modeling tools to design multifunctional and adaptive structures. Robust and efficient methods/tools to design advanced high temperature materials based on first principles and microstructural models that can be used in a multi-scale framework. Development of models to predict degradation of CMCs due to combined effect of environment and mechanical loading at high temperatures. Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.5 Cross-Cutting,H5.03Advanced Fabrication and Manufacturing of Polymer Matrix Composite (PMC) Structures, MSFC, LaRC,"The subtopic area for Polymer Matrix Composite (PMC) Materials and Manufacturing concentrates on developing lightweight structures, using advanced materials technologies and new manufacturing processes. The objective of the subtopic is to advance technology readiness levels of PMC materials and manufacturing for launch vehicles and in-space applications resulting in structures having affordable, reliable and predictable performance. The subtopic will address two areas, manufacturing of structures and highly damage-tolerant materials for use in cryogenic environments. Proposals to each area will be considered separately. Areas of interest include: advances in PMC materials for large-scale structures and for in-space applications; innovative automated manufacturing processes (e.g., fiber placement); advanced non-autoclave curing; damage-tolerant/repairable structures; low-cost, durable tooling; high temperature PMC materials for high performance composite structures (high temperature applications); and materials with high resistance to micro cracking at cryogenic temperatures. Reliable, affordable, and practical joining techniques for large segmented composite structures are desired. Lightweight structures and PMC materials have been identified as a critical need for launch vehicles since the reduction of structural mass translates directly to vehicle additional performance, reduced cost, and increased payload mass capacity. Reliable large-scale (approximately 8 meters or greater in diameter) PMC structures will be critical to the ""heavy lift"" of America's next-generation space fleet. The capability to transfer and store for long-term propellant, particularly cryogenic propellants in orbit, can significantly increase the nation's ability to conduct complex and extended exploration missions beyond Earth's orbit. The use of PMC materials for cryotanks offers the potential of significant weight savings. Applications include storage of cryogenic propellants on an Earth Departure Stage, a lunar or asteroid descent vehicle, long-term cryogen storage on the Moon, and propellant tanks for a heavy lift launch vehicle. Consideration shall be made for manufacturability in the sense of either using out of autoclave cure or autoclave cure and, in made in sections, novel and reliable approaches to join sections of composite structures to take advantage of the high strength to weight properties so that the joining methods do not significantly increase the complexity or weight of the overall structure. Novel approaches from cradle to grave will be considered in the sense that these very large structures required robust and lightweight tooling and transportation methods for minimal modifications to existing facilities and use of existing transportation or minimal modifications to such infrastructures. Performance metrics for manufacturing structures include: achieving adequate structural and weight performance; manufacturing and life cycle affordability analysis; verifiable practices for scale-up; validation of confidence in design, materials performance, and manufacturing processes; low-cost, durable tooling; and quantitative risk reduction capability. Research should be conducted to demonstrate novel approaches, technical feasibility, and basic performance characterization for polymer matrix composite structures or low-cost, durable tooling during Phase I, and show a path toward a Phase II design allowables and prototype demonstration. Emphasis should be on demonstrable manufacturing technology that can be scaled up for very large structures. Performance metrics for materials developed for cryotanks are: temperature-dependent material properties including strength, modulus, CTE, and fracture toughness; and demonstrated improved resistance over present SOA of multi-directional laminates to microcracking under cryogenic temperature cycling. Initial property characterization would be done at the coupon level in Phase I. Generation of design allowables, characterization of long-term material durability, and fabrication of larger panels would be part of follow-on efforts. High temperature polymer matrices for high performance composite structures (high temperature applications) with ease of manufacturing using the current composite manufacturing techniques. Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.5 Cross-Cutting,H13.01Advanced NDE Techniques for Complex Built Up Structures, LaRC," AFRC, GRC, GSFC, JSC, MSFC","Technologies sought under this SBIR program can be defined as advanced sensors, sensor systems, sensor techniques or software that enhance or expand NASA’s current senor capability. It is considered to be advantageous but not necessary to target structural components of space flight hardware. In a general sense space flight hardware will include light weight structural materials including composites and thin metals. Technologies sought include modular smart advanced NDE sensors systems and associated capture and analysis software. It is advantageous for techniques to include the development on quantum, meta- and nano sensor technologies for deployment. Technologies enabling the ability to perform inspections on large complex structures will be encouraged. Technologies should provide reliable assessments of the location and extent of damage. Methods are desired to perform inspections in areas with difficult access in pressurized habitable compartments and external environments for flight hardware. Many applications require the ability to see through assembled conductive and/or thermal insulating materials without contacting the surface. Techniques that can dynamically and accurately determine position and orientation of the NDE sensor are needed to automatically register NDE results to precise locations on the structure. Advanced processing and displays are needed to reduce the complexity of operations for astronaut crews who need make important assessments quickly. NDE inspection sensors are needed for potential use on free-flying inspection platforms. Integration of wireless systems with NDE may be of significant utility. It is strongly encouraged to provide explanation of how proposed techniques and sensors will be applied to a complex structure. Examples of structural components include but are not limited to multi-wall pressure vessels, batteries, tile, thermal blankets, micrometeoroid shielding, International Space Station (ISS) Radiators or other aerospace structural components. Phase I Deliverables - Lab prototype, feasibility study or software package including applicable data or observation of a measureable phenomena on which the prototype will be built. Inclusion of a proposed approach to develop a given methodology to Technology Readiness Level (TRL) of 2-4. All Phase I’s will include minimum of short description for Phase II prototype. It will be highly favorable to include description of how the Phase II prototype or methodology will be applied to structures. Phase II Deliverables - Working prototype or software of proposed product, along with full report of development and test results. Prototype or software of proposed product should be of Technology Readiness Level (TRL 5-6). Proposal should include plan of how to apply prototype or software on applicable structure or material system. Opportunities and plans should also be identified and summarized for potential commercialization. Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.5 Cross-Cutting,S2.04Optics Manufacturing and Metrology for Telescope Optical Surfaces, GSFC," JPL, MSFC","This subtopic focuses primarily on manufacturing and metrology of optical surfaces, especially for very small or very large and/or thin optics. Missions of interest include: WFIRST concepts (http://wfirst.gsfc.nasa.gov/). NGXO (http://ixo.gsfc.nasa.gov/). SGO (http://lisa.gsfc.nasa.gov/). Optical systems currently being researched for these missions are large area aspheres, requiring accurate figuring and polishing across six orders of magnitude in period. Technologies are sought that will enhance the figure quality of optics in any range as long as the process does not introduce artifacts in other ranges. Also, novel metrological solutions that can measure figure errors over a large fraction of the PSD range are desired, especially techniques and instrumentation that can perform measurements while the optic is mounted to the figuring/polishing machine. Large lightweight monolithic metallic aspheres manufactured using innovative mirror substrate materials that can be assembled and welded together from smaller segments are sought. Also of interest is analytical software to process, fit, and model large optics surface metrology data with the goals to characterize surface morphology over spatial frequency bandwidths determined by the desired angular resolution performance; to provide stitched metrology capabilities obtained with different surface measuring instruments with different fields of view and resolution; to provide a data analysis tool for defining the optical surface fabrication tolerances based on the desired x-ray optics angular resolution performance; to allow forecasting of the surface morphological properties of optics. By the end of a Phase II program, technologies must be developed to the point where the technique or instrument can dovetail into an existing optics manufacturing facility producing optics at the R&D stage. Metrology instruments should have 10 nm or better surface height resolution and span at least 3 orders of magnitude in lateral spatial frequency. Examples of technologies and instruments of interest include: Innovative metal mirror substrate materials or manufacturing methods such as welding component segments into one monolith that produce thin mirror substrates that are stiffer and/or lighter than existing materials or methods. Interferometric nulling optics for very shallow conical optics used in x-ray telescopes. Segmented systems commonly span 60 degrees in azimuth and 200 mm axial length and cone angles vary from 0.1 to 1 degree. Low stress metrology mounts that can hold optics without introducing mounting distortion. Low normal force figuring/polishing systems operating in the 1 mm to 50 mm period range with minimal impact at significantly smaller and larger period ranges. In-situ metrology systems that can measure optics and provide feedback to figuring/polishing instruments without removing the part from the spindle. Innovative mirror substrate materials or manufacturing methods that produce thin mirror substrates that are stiffer and/or lighter than existing materials or methods. Extreme aspheric and/or anamorphic optics for pupil intensity amplitude apodization. Metrology systems useful for measuring large optics with high precision. Innovative method of bonding extremely lightweight (less than 1 kg/m2 areal density) and thin (less than 1 mm) mirrors to a housing structure, preserving both alignment and figure. Innovative method of improving the figure of extremely lightweight and thin mirrors without polishing, such as using the coating stress. Manufacturing technology and wavefront sensing and control as applied to coronagraph applications for exoplanet detection. Proposals should show an understanding of one or more relevant science needs, and present a feasible plan to fully develop a technology and infuse it into a NASA program. Read less>>"
TA14 Thermal Management Systems,TA14.2 Thermal Control Systems,H3.01Thermal Control for Future Human Exploration Vehicles, JSC," GRC, GSFC, JPL, KSC, LaRC, MSFC","Future human spacecraft will require more sophisticated thermal control systems that can operate in severe environments ranging from full sun to deep space and can dissipate a wide range of heat loads. The systems must perform their function while using fewer spacecraft resources, including mass, volume and power. Advances are sought for microgravity thermal control in the following areas: Heat rejection systems and/or radiators that can operate at low fractions of their design heat load in the cold environments that are required for deep space missions. Systems that can maintain setpoint control and operate stably at 25% of their design heat load in a deep space (0 K) environment are sought. Innovative components, working fluids, and systems may be needed to achieve this goal. Lightweight non-venting phase change heat exchangers are sought to ameliorate the environmental transients that would be seen in planetary (or lunar) orbit. Heat exchangers that have minimal structural mass and good thermal performance are sought. The goal is a ratio exceeding 2/3 phase change material mass and 1/3 structural mass. Two-phase heat transfer components and system architectures that will allow the acquisition, transport, and rejection of waste heat loads in the range of 100 kW to 10 megawatts are sought. Nontoxic working fluids are needed that are compatible with aluminum components and combine low operating temperature limits (<250K) and favorable thermophysical properties - e.g., viscosity and specific heat. Technologies are expected to be raised from TRL2 to TRL 3/4 during Phase I. Minimum deliverables at the end of Phase I are analysis/test reports, but delivery of development hardware for further testing is desirable. In addition, the necessity and usefulness of a follow-on Phase II should be demonstrated. Technologies would be expected to be matured from TRL 3/4 to TRL 5 during a potential Phase II effort. Expected deliverables for a Phase II effort are analysis/test reports and prototypic hardware. For more detailed relevant information: (http://www.nasa.gov/pdf/501320main_TA14-Thermal-DRAFT-Nov2010-A.pdf). Read less>>"
