Higher Topic,Focus Area,Subtopic,Lead Center,Participating Center(s),Content
Space Science,Topic S2 Structure and Evolution of the Universe ,S2.02Terrestrial and Extra-Terrestrial Balloons and Aerobots, GSFC, JPL,"Innovations in materials, structures, and systems concepts have enabled buoyant vehicles to play an expanding role in NASA's Space and Earth Science Enterprises. A new generation of large, stratospheric balloons based on advanced balloon envelope technologies will be able to deliver payloads of several thousand kilograms to above 99.9% of the Earth's absorbing atmosphere and maintain them there for months of continuous observation. Smaller scale, but similarly designed, balloons and airships will also carry scientific payloads on Mars, Venus, Titan, and the outer planets in order to investigate their atmospheres in situ and their surfaces from close proximity. Their envelopes will be subject to extreme environments and must support missions with a range of durations. Robotic balloons, known as aerobots, have a wide range of potential applications both on Earth and on other solar system bodies. NASA is seeking innovative and cost-effective solutions in support of terrestrial and extraterrestrial balloons and aerobots in the following areas. Stratospheric Long Duration Balloon (LDB) Support MaterialsInnovative membranes for terrestrial applications to support the Long Duration Balloon (LDB) and Ultra-Long Duration Balloon (ULDB) development efforts. The material of interest shall meet all environmental, design, fabrication, and operational requirements and must be producible in large quantities in a lay-flat width of at least 1.6 m. Innovative concepts for reducing the UV degradation of flight components including balloon membranes, load carrying members, and parachute components. Support SystemsInnovative concepts for trajectory control and/or station-keeping for effectively maneuvering large terrestrial and small extraterrestrial aerobots in either the horizontal latitude or vertical altitude plane or both. Innovative low mass, high density, and high efficiency power systems for terrestrial balloons that produce 2 kW or more continuously. Innovative power systems that enable long duration, sunlight independent missions for a duration of 30 days or more. Innovative, low cost, low power, low mass, precision instrument pointing systems that permit arcsecond or better accuracy. Innovative sensor concepts for balloon gas or skin temperature measurements. Innovative floatation systems for water recovery of payloads. Design and FabricationInnovative, efficient, reliable and cost-effective balloon fabrication and inspection techniques to support the current ULDB development efforts. Innovative balloon design concepts for long duration missions which can provide any or all of the following: Reduced material strength requirements; Increased reliability; Enhanced performance; Reduced manufacturing time; Reduced manufacturing cost; and Improved mission flexibility. Titan Missions Support Titan is the second largest moon in the solar system and the only one that features a sufficiently dense atmosphere for buoyant vehicle flight. Targeted for exploration by Cassini-Huygens in 2004 and beyond, Titan is expected to be a geologically and chemically diverse world containing important clues on the nature of prebiotic chemistry. NASA is starting to lay the ground work for post-Cassini-Huygens exploration of Titan using highly autonomous, self-propelled aerobots capable of surveying many widely separated locations on the world and potentially including surface sampling and composition analysis. Innovative technologies are sought in the following areas:Concepts, devices and materials for sealing (repairing) of small holes in the balloon envelope material during flight at Titan. Repair of these holes may be required to enable the long mission lifetimes (612 months) desired at Titan. Although the balloon envelope material for Titan has not yet been specified, repair strategies should be generally compatible with polymer materials and the 90 K environment. It is imperative that proposed solutions be low mass (on the order of a few kilograms) and low power (a few Watts). Concepts and devices for the processing of atmospheric methane into hydrogen gas and its use as a makeup gas to compensate for leakage during operational flight at Titan. It is imperative that proposed solutions be low mass (on the order of a few kilograms) and low power (a few Watts). Venus Missions Support Venus is the second planet from the Sun and features a dense, CO2 atmosphere completely covered by clouds. Although already explored by various orbiters and short-lived atmospheric probes and landers, Venus retains many secrets pertaining to its formation and evolution. One of NASAs long-term objectives is to develop the technologies required for a surface sample return mission. A high temperature balloon is one key element that will be needed to loft the sample from the surface to a high altitude for launching a return rocket back to Earth. Innovative technologies are, therefore, sought in the following area:Designs, materials, and prototypes for surface-launched Venus balloons. Balloon volumes in the range of 0.55 m3 are required when fully inflated. The balloon must be storable in a packaged condition for up to 1 year and have an areal density of less than 1000 g/m2. Proposed concepts must include an automatic surface launch that will work in the Venus environment consisting of 460(C temperature, 90 atmosphere pressure, and surface winds of up to 1 m/s. Read less>>"
Space Science,Topic S2 Structure and Evolution of the Universe ,S2.03Cryogenic Systems, GSFC," ARC, JPL, MSFC","Cryogenic systems have long been used to perform cutting edge space science, but at high cost and with limited lifetime. Improvements in cryogenic system technology enable further scientific advancement at lower cost and/or lower risk. Lifetime, reliability, mass, and power requirements of the cryogenic systems are critical performance concerns. Of interest are cryogenic coolers for cooling detectors, telescopes, and instruments. In addition, cryogenic coolers for lunar and interplanetary exploration are of interest. The coolers should have long life, low vibration, low mass, low cost, and high efficiency. Specific areas of interest include the following:Highly efficient coolers in the range of 410 K as well as 50 mK and below, and cryogen-free systems that integrate these coolers together; Low-mass, highly efficient coolers for gas sample collection and liquefaction of gases for use in propulsion systems; Essentially vibration-free cooling systems, such as reverse Brayton cycle cooler technologies; Highly reliable, efficient, low-cost Stirling and pulse tube cooler technologies in the 10 K, 15 K, and 35 K regions; Highly efficient magnetic and dilution cooling technologies, particularly at very low temperatures; Hybrid cooling systems that make optimal use of radiative coolers; and Miniature, MEMS, and solid-state cooler systems. Read less>>"
Space Science,Topic S2 Structure and Evolution of the Universe ,S2.04Optical Technologies, GSFC, JPL,"The NASA Space Science Enterprise is studying future missions to explore the Structure and Evolution of the Universe (SEU). To understand the structure and evolution of the universe, a variety of large space-based observatories are necessary to observe cosmic phenomena from radio waves to the highest energy cosmic rays. It will be necessary to operate some of these observatories at cryogenic temperatures (to 4 K) beyond geosynchronous orbits. Apertures for normal incidence telescope optics are required up to 40 m in diameter, while grazing incidence optics are required to support apertures up to 10 m in diameter. For some missions, these apertures will form a constellation of telescopes operating as interferometers. These interferometric observatories may have effective apertures up to 1000 m diameter. Low mass of critical components such as the primary mirror, its support and/or deployment structure, is extremely important. In order to meet the stringent optical alignment and tolerances necessary for a high quality telescope and to provide a robust design, there are significant benefits possible from employing systems that can adaptively correct for image degrading sources from inside and outside the spacecraft. This includes correction systems for large aperture space telescopes that require control across the entire wavefront, typically at low temporal bandwidth. The following technologies are sought:Grazing incidence focusing mirrors with response up to 150 keV. Large, ultra-lightweight grazing incidence optics for x-ray mirrors with angular resolutions less than 5 arcsec. Wide field-of-view optics using square pore slumped microchannel plates or equivalent. Develop fabrication techniques for ultra-thin-flat silicon (or like material) for grating substrates for x-ray energies Large area thin blocking filters with high efficiency at low energy x-ray energies ( Ultraviolet filters with deep blocking ( Develop novel materials and fabrication techniques for producing ultra-lightweight mirrors, high-performance diamond turned optics (including freeform optical surfaces), and ultra-smooth (23 angstroms rms) replicated optics that are both rigid and lightweight. Lightweight high modulus (e.g., silicon carbide) optics and structures are also desired. High-performance (e.g., high modulus, low density, high thermal conductivity) materials and fabrication processes for ultra-lightweight, high precision (e.g., subarcsecond resolution or Advanced, low-cost, high quality large optics fabrication processes and test methods including active metrology feedback systems during fabrication, and artificial intelligence controlled systems. Large, ultra-lightweight optical mirrors including membrane optics for very large aperture space telescopes and interferometers. Cryogenic optics, structures, and mechanisms for space telescopes and interferometers. Ultra-precise, low mass deployable structures to reduce launch volume for large-aperture space telescopes and interferometers. Segmented optical systems with high-precision controls; active and/or adaptive mirrors; shape control of deformable telescope mirrors; and image stabilization systems. Advanced, wavefront sensing and control systems including image based wavefront sensors. Wavefront correction techniques and optics for large aperture membrane mirrors and refractors (curved lenses, Fresnel lenses, diffractive lenses). Nanometer to sub-picometer metrology for space telescopes and interferometers. Develop ultra-stable optics over time periods from minutes to hours. Advanced analytical models, simulations, and evaluation techniques, and new integrations of suites of existing software tools allowing a broader and more in-depth evaluation of design alternatives and identification of optimum system parameters including optical, thermal, structural, and dynamic performance of large space telescopes and interferometers. Develop portable and miniaturized state-of-the-art optical characterization instrumentation and rapid, large-area surface-roughness characterization techniques are needed. In addition, develop calibrated processes for determination of surface roughness using replicas made from the actual surface. Traceable surface roughness standards suitable for calibrating profilometers over sub-micron to millimeter wavelength ranges are needed. Develop instruments capable of rapidly determining the approximate surface roughness of an optical surface, allowing modification of process parameters to improve finish, without the need to remove the optics from the polishing machine. Techniques are needed for testing the figure of large, convex aspheric surfaces to fractional wave tolerances in the visible. Read less>>"
Space Science,Topic S2 Structure and Evolution of the Universe ,S2.05Advanced Photon Detectors, GSFC, MSFC,"The next generation of astrophysics observatories for the infrared, ultraviolet (UV), x-ray, and gamma-ray bands require order-of-magnitude performance advances in detectors, detector arrays, readout electronics, and other supporting and enabling technologies. Although the relative value of the improvements may differ among the four energy regions, many of the parameters where improvements are needed are present in all four bands. In particular, all bands need improvements in spatial and spectral resolutions, in the ability to cover large areas, and in the ability to support the readout of the thousands to millions of resultant spatial resolution elements. Innovative technologies are sought to enhance the scope, efficiency, and resolution of instrument systems at all energies and wavelengths:The next generation of gravitational missions will require greatly improved inertial sensors. Such an inertial sensor must provide a carefully fabricated test mass which has interactions with external forces (i.e., low magnetic susceptibility, high degree of symmetry, low variation in electrostatic surface potential, etc.) below 1016 of the Earth's gravity, over time scales from several seconds to several hours. The inertial sensor must also provide a housing for containing the proof mass in a suitable environment (i.e., high vacuum, low magnetic and electrostatic potentials, etc.). Advanced charged couple device (CCD) detectors, including improvements in UV quantum efficiency and read noise, to increase the limiting sensitivity in long exposures and improved radiation tolerance. Electron-bombarded CCD detectors, including improvements in efficiency, resolution, and global and local count rate capability. In the x-ray, we seek to extend the response to lower energies in some CCDs, and to higher, perhaps up to 50 keV, in others. Significant improvements in wide band gap (such as GaN and AlGaN) materials, individual detectors, and arrays for UV applications. Improved microchannel plate detectors, including improvements to the plates themselves (smaller pores, greater lifetimes, alternative fabrication technologies, e.g., silicon), as well as improvements to the associated electronic readout systems (spatial resolution, signal-to-noise capability, dynamic range), and in sealed tube fabrication yield. Imaging from low-Earth orbit of air fluorescence UV light generated by giant airshowers by ultra-high energy (E > 1019 eV) cosmic rays require the development of high sensitivity and efficiency detection of 300400 nm UV photons to measure signals at the few photon (single photo-electron) level. A secondary goal minimizes the sensitivity to photons with a wavelength greater than 400 nm. High electronic gain (~106), low noise, fast time response (2 to 10 x 10 mm2. Focal plane mass must be minimized (2 g/cm2 goal). Individual pixel readout. The entire focal plane detector can be formed from smaller, individual sub-arrays. For advanced x-ray calorimetry improvements in several areas are needed, including: Superconducting electronics for cryogenic x-ray detectors such as SQUID-based amplifiers and their multiplexers for low impedance cryogenic sensors and superconducting single-electron transistors and their multiplexers for high impedance cryogenic sensors; Micromachining techniques that enhance the fabrication, energy resolution, or count rate capability of closely-packed arrays of x-ray calorimeters operating in the energy range from 0.110 keV; and Surface micromachining techniques for improving integration of x-ray calorimeters with read-out electronics in large scale arrays. Improvements in readout electronics, including low power ASICs and the associated high density interconnects and component arrays to interface them to detector arrays. Superconducting tunnel junction devices and transition edge sensors for the UV and x-ray regions. For the UV, these offer a promising path to having ""three-dimensional"" arrays (spatial plus energy). Improvements in energy resolution, pixel count, count rate capability, and long wavelength rejection are of particular interest. We seek techniques for fabrication of close packed arrays, with any requisite thermal isolation, and sensitive (SQUID or single electron transistor), fast, readout schemes and/or multiplexers. Arrays of CZT detectors of thickness 510 mm to cover the 10500 keV range, and hybrid detector systems with a Si CCD over a CZT pixelated detector operating in the 2150 keV range. For improvements to detector systems for solar and night-time UV and EUV (approx. 20300nm) observing the following areas are of interest: Large format (4 K x 4 K and larger); high quantum efficiency; small pixel size; large well depth; low read noise; fast readout; low power consumption (including readout); intrinsic energy and/or polarization discrimination (3d or 4d detector); active pixel sensors (back-illumination, UV sensitivity); and high-resolution image intensifiers, UV and EUV sensitive, insensitive to moisture. Space spectroscopic observations in the UV, visible and IR requiring long observations times would be much more sensitive with high quantum efficiency (QE) and zero read noise. Techniques are sought which improve the QE of photon counters, or eliminate the read noise of solid state detectors. X-ray and gamma-ray imaging with higher sensitivity, dynamic range, and angular resolution requires innovations in modulation collimators and detection devices. The energy range of interest is from a few kilo-electron Volts to hundreds of milli-electron Volts for observations of solar flares and cosmic sources. Collimators with size scales down to a few microns and thicknesses commensurate with photon absorption over a significant fraction of this energy range are required. Low-background detectors capable of Read less>>"
Space Science,Topic S2 Structure and Evolution of the Universe ,S2.06Technologies for Gravity Wave Detection, JPL, GSFC,"Instruments that detect low frequency gravity waves offer a new window on the universe, its origin, evolution and structure. Complementing ground-based experiments such as the Laser Interferometer Gravitational Wave Observatory (LIGO), the Laser Interferometer Space Antenna (LISA), and the follow on vision mission, Big Bang Observer, will implement ambitious systems to detect and characterize gravity waves associated with the Big Bang, mergers of black holes, and other significant astrophysical phenomena. The success of such investigations will largely depend on the technology building blocks that are needed to implement multiple spacecraft constellations with extremely precise laser interferometers and test masses which are actively decoupled from systematic and random disturbances. The technology areas are organized into two subsystems, one dealing with the disturbance rejection subsystem, which houses the proof mass with active sensors and thrusters to cancel non-gravity wave disturbances, and the other implementing the network of laser interferometers with nanometer-level resolution of relative range between the test masses. Because the systems will be deployed in space, the technologies to be considered must be, or have, credible paths toward full space flight qualification, including thermal and radiation considerations. Background information on LISA, along with preliminary technology discussions, can be found in the proceedings of the 4th International LISA Symposium, Penn State University, 1924 July 2002, published in the Classical and Quantum Gravity Journal, Volume 20, Number 10, 21 May 2003. Disturbance Reduction System (DRS)Vacuum system  non-magnetic vacuum pump for reaching pressures of -6 Pa with a pumping volume of 1 liter; with associated valves and electronics Vacuum gauge  read pressure down to 10-6 Pa on orbit, must be non-magnetic Caging actuator  hold 2 kg mass ~4 cm3 against launch loads of ~25 g rms, with the capability for moving caged test mass over ~10 micron range with ~1 nm precision during ground testing Test mass, ~4 cm3, mass ~12 kg, magnetic susceptibility -6 (e.g., 73% gold/27% platinum) Laser InterferometerLaser with exceptional power, frequency noise, amplitude noise, lifetime characteristics. Fiber coupled output power (1 W) CW A combination of a lower power master oscillator with suitable amplifier to yield 1 W of total fiber coupled output power may be acceptable Frequency and amplitude noise characteristics: Frequency stability to (30 Hz/vHz at 1mHz), and power stability to (2x10-4 /vHz at 1 mHz) Lifetime of 10 years or more. Wavelength is nominally 1.064 micron, but +/- 20% of that value is acceptable. Semiconductor diode pump laser with outstanding reliability to operate with a suitable solid-state laser (e.g., non-planar ring oscillator laser) is required. Electro-optical modulator  produce phase modulation of continuous laser beam with 10% (power) modulation depth at frequencies from 1.92.1 GHz with fiber coupled input and output. Baseline operation will be at 1.064 microns. In addition to the space qualification requirements, the modulator must be able to handle optical power levels at ~ 1 W.Research and technology development should be conducted to demonstrate technical feasibility during Phase I and show a path toward a Phase II hardware demonstration, and when possible, deliver a demonstration unit to a participating NASA Center for testing at the completion of the Phase II contract. Read less>>"
Space Science,Topic S3 Astronomical Search for Origins ,S3.01Precision Constellations for Interferometry, JPL, GSFC,"This subtopic seeks hardware and software technologies necessary to establish, maintain and operate hyper- precision spacecraft constellations to a level that enables separated spacecraft optical interferometry. Also sought are technologies for analysis, modeling, and visualization of such constellations. In a constellation for large effective telescope apertures, multiple, collaborative spacecraft in a precision formation collectively form a variable-baseline interferometer. These formations require the capability for autonomous precision alignment and synchronized maneuvers, reconfigurations, and collision avoidance. It is important that, in order to enable precision spacecraft formation keeping from coarse requirements (relative position control of any two spacecraft to less than 1 cm, and relative bearing of 1 arcmin over target range of separations from a few meters to tens of kilometers) to fine requirements (micron relative position control and relative bearing control of 0.1 arcsec), the interferometer payload would still need to provide at least 13 orders of magnitude improvement on top of the S/C control requirements. The spacecraft also require onboard capability for optimal path planning, and time optimal maneuver design and execution. Innovations that address the above precision requirements are solicited for distributed constellation systems in the following areas:Integrated optical/formation/control simulation tools; Distributed, multitiming, high fidelity simulations; Formation modeling techniques; Precision guidance and control architectures and design methodologies; Centralized and decentralized formation estimation; Distributed sensor fusion; RF and optical precision metrology systems; Formation sensors; Precision microthrusters/actuators; Autonomous reconfigurable formation techniques; Optimal, synchronized, maneuver design methodologies; Collision avoidance mechanisms; Formation management and station keeping; and Six degrees of freedom precision formation testbeds. Read less>>"
Space Science,Topic S3 Astronomical Search for Origins ,S3.02High Contrast Astrophysical Imaging, JPL, ARC,"This subtopic addresses the unique problem of imaging and spectroscopic characterization of faint astrophysical objects that are located within the obscuring glare of much brighter stellar sources. Examples include planetary systems beyond our own and the detailed inner structure of galaxies with very bright nuclei. Contrast ratios of one million to one billion over an angular spatial scale of 0.051.5 arcsec are typical of these objects. Achieving a very low background against which to detect a planet, requires control of both scattered and diffracted light. The failure to control either amplitude or phase fluctuations in the optical train severely reduces the effectiveness of any starlight cancellation scheme. This innovative research focuses on advances in coronagraphic instruments, interferometric starlight cancellation instruments, and potential occulting technologies that operate at visible and infrared wavelengths. The ultimate application of these instruments is to operate in space as part of a future observatory mission. Much of the scientific instrumentation used in future NASA observatories for the Origins Program theme will be similar in character to instruments used for present day space astrophysical observations. The performance and observing efficiency of these instruments, however, must be greatly enhanced. The instrument components are expected to offer much higher optical throughput, larger fields of view, and better detector performance. The wavelengths of primary interest extend from the visible to the thermal infrared. Measurement techniques include imaging, photometry, spectroscopy, coronography, and polarimetry. There is interest in component development, and innovative instrument design, as well as in the fabrication of subsystem devices to include, but are not limited to, the following areas: Starlight Suppression TechnologiesAdvanced starlight canceling coronagraphic instrument concepts. Advanced aperture apodization and aperture shaping techniques. Pupil plane masks for interferometry. Advanced apodization mask or occulting spot fabrication technology controlling smooth density gradients to 10-4 with spatial resolutions ~1 µm. Metrology for detailed evaluation of compact, deep density apodizing masks, Lyot stops, and other types of graded and binary mask elements. Development of a system to measure spatial optical density, phase inhomogeneity, scattering, spectral dispersion, thermal variations, and to otherwise estimate the accuracy of masks and stops is needed. Interferometric starlight cancellation instruments and techniques to include aperture synthesis and single input beam combination strategies. Fiber optic spatial filter development for visible coronagraph wavelengths. Single mode fiber filtering from visible to 20 µm wavelength. Methods of polarization control and polarization apodization. Components and methods to insure amplitude uniformity in both coronagraphs and interferometers, specifically materials, processes, and metrology to insure coating uniformity. Wavefront Control TechnologiesDevelopment of small stroke, high precision deformable mirrors (DM) and associated driving electronics scalable to 104 or more actuators (both to further the state-of-the art towards flight-like hardware, and to explore novel concepts). Multiple DM technologies in various phases of development and processes are encouraged to ultimately improve the state-of-the-art in deformable mirror technology. Process improvements are needed to improve repeatability, yield, and performance precision of current devices. Reliability and qualification of actuators and structures in deformable mirrors to eliminate or mitigate single actuator failures. Multiplexer development for electrical connection to deformable mirrors that has ultra-low power dissipation. The most promising DM technology may be sensitive to temperature, so developing a MUX that has very low thermal hot-spots, and very uniform temperature performance will improve the control of the mirror surface. High precision wavefront error sensing and control techniques to improve and advance coronagraphic imaging performance. Read less>>"
Space Science,Topic S3 Astronomical Search for Origins ,S3.03Precision Deployable Lightweight Cryogenic Structures for Large Space Telescopes, JPL, ARC,"Planned future NASA Origins Missions and Vision Missions such as the Single Aperture Far-IR (SAFIR) telescope, Life Finder, and Submillimeter Probe of the Evolution of Cosmic Structure (SPECS) require 1030 m class telescopes that are diffraction limited at wavelengths between the visible and the near IR, and operate at temperatures from 4300 K. The desired areal density is 310 kg/m2. Wavefront control may be either passive (via a high stiffness system) or active control. Potential architecture implementations must package into an existing launch volume, deploy and be self-aligning to the micron level. The environment is expected to be L2. This topic solicits proposals to develop enabling component and subsystem technology for these telescopes in the areas of precision deployable structures, i.e., large deployable optics manufacture and test; innovative concepts for packaging integrated actuation systems; metrology systems for direct measurement of the structure; deployment packaging and mechanisms; active control implemented on the structure (downstream corrective and adaptive optics are not included in this topic area); actuator systems for alignment (2 cm stroke actuators, lightweight, submicron dynamic range, nanometer stability); mechanical and inflatable deployable technologies; new thermally-stable materials for deployables; new approaches for achieving packagable structural depth; etc. The goal for this effort is to mature technologies that can be used to fabricate 20 m class lightweight cryogenic flight-qualified telescope primary mirror systems. Proposals to fabricate demonstration components and subsystems with direct scalability to flight systems (concept described in the proposal) will be given preference. The target volume and disturbances, along with the estimate of system performance should be included in the discussion. A successful proposal shows a path toward a Phase II delivery of demonstration hardware on the scale of 3 m for characterization. Read less>>"
Space Science,Topic S3 Astronomical Search for Origins ,S3.04Large-Aperture Lightweight Cryogenic Telescope Components & Systems, MSFC," GSFC, JPL","Planned future NASA infrared, far infrared and submillimeter missions such as the Single Aperture Far-IR (SAFIR) telescope, Space Infrared Interferometric Telescope (SPIRIT) and Submillimeter Probe of the Evolution of Cosmic Structure (SPECS) require both 1030 m and 24 m class telescopes that are diffraction limited at 520 mm and operate at temperatures from 410 K. The desired areal density is 310 kg/m2. Wavefront control may be either passive (via a high stiffness system) or active control. Potential architecture implementations include 2 m class segments, 4 m class mirrors, or membrane systems. It is anticipated that active cooling will be required. Potential telescope system architectures require transporting 1 W of heat at 15 K with 5 W/K, while others require 100 mW at 4 K with 1 W/K. This topic solicits proposals to develop enabling component and sub-system technology for cryogenic telescopes, including but not limited to: large-aperture lightweight cryogenic optic manufacture and test; thermal management, distributed cryogenic cooling, multiple heat lift; structure, deployment, and mechanisms; deployable cryogenic coolant lines; active wavefront control; etc. The goal for this effort is to mature technologies that can be used to fabricate 24 m and 1030 m class lightweight cryogenic flight-qualified telescope primary mirror systems at a cost of less than $300,000 per square meter. Proposals to fabricate demonstration components and subsystems with direct scalability to flight will be given preference. Read less>>"
Space Science,Topic S4 Exploration of the Solar System ,S4.01Science Instruments for Conducting Solar System Exploration, JPL, ARC,"This subtopic supports the development of advanced instruments and instrument technology to enable or enhance scientific investigations on future planetary missions. New measurement concepts, advances in existing instrument concepts, and advances in critical components are all of interest. Proposers are strongly encouraged to relate their proposed technology development to future planetary exploration goals. Instruments for both remote sensing and in situ investigations are required for NASAs planned and potential solar system exploration missions. Instruments are required for the characterization of the atmosphere, surface and subsurface regions of planets, satellites, and small bodies. These instruments may be deployed for remote sensing, on orbital or flyby spacecraft, or for in situ measurements, on surface landers and rovers, subsurface penetrators, and airborne platforms. In situ instruments cover spatial scales from surface reconnaissance to microscopic investigations. These instruments must be capable of withstanding operation in space and planetary environmental extremes, which include temperature, pressure, radiation, and impact stresses. Examples of instruments that will meet the goals include, but are not limited to, the following: Instrumentation for definitive chemical, mineralogy, and isotopic analysis of surface materials: soils, dusts, rocks, liquids, and ices at all spatial scales, from planetary mapping to microscopic investigation. Examples include advanced techniques in reflectance spectroscopy, wet chemistry, laser-induced breakdown spectrometers, water and ice detectors, novel gas chromatograph and mass spectrometry, and age-dating systems. Instrumentation for the assessment of surface terrain and features. Examples include lidar systems and advanced imaging systems. Geophysical sensing systems to determine the near-surface and subsurface structure, textures, bulk components, and composition, such as seismic sensors, porosity measurement devices, permeameters, and surface penetrating radars. Instruments and components that will rely on, and take advantage of, high power capabilities, up to 100 kW, for measurements of planetary surfaces. The instruments may make direct or indirect use of the power, long duration observations, or extremely high data rates. Instrumentation focused on assessments of the identification and characterization of biomarkers of extinct or extant life, such as prebiotic molecules, complex organic molecules, biomolecules, or biominerals. Instrumentation for the chemical and isotopic analysis of planetary atmospheres. Advanced detectors for solar absorption spectrometry. One example is a detector that is fast and linear, i.e., does not saturate under high photon fluxes. Environmental sensing systems, such as meteorological sensors, humidity sensors, wind and particle size distribution sensors, and sounders for atmospheric profiling. Particles and fields measurements, such as magnetometers, and electric field monitors. Enabling instrument component and support technologies, such as laser sources, miniaturized pumps, sample inlet systems, valves, integrated bulk sample handling and processing systems, and fluidic technologies for sample preparation.Research should be conducted to demonstrate technical feasibility during Phase I and show a path toward a Phase II hardware and software demonstration, and when possible, deliver a demonstration unit or software package for JPL testing at the completion of the Phase II contract. Read less>>"
Space Science,Topic S4 Exploration of the Solar System ,S4.02Extreme Environment & Aerial Mobility, JPL, ARC,"This subtopic is composed of two elements: (1) Technologies for High Temperature/High Pressure Environments and (2) Technologies for Aerial Mobility. Both areas are focused on the future in situ exploration needs for Titan and Venus, worlds featuring dense atmospheres with low and high temperature extremes, respectively. Note that some technologies developed for the cryogenic environment of Titan will also be applicable to other severe low temperature destinations such as asteroids, comets, and Europa. Titan is the second largest moon in the solar system and the only one that features a sufficiently dense atmosphere for buoyant vehicle flight. The atmosphere is predominantly nitrogen with a surface temperature of approximately 90 K. Targeted for exploration by Cassini-Huygens in 2004 and beyond, Titan is expected to be a geologically and chemically diverse world containing important clues on the nature of prebiotic chemistry. NASA is starting to lay the ground work for post-Cassini-Huygens exploration of Titan using autonomous, self-propelled aerobots capable of surveying many widely separated locations and potentially including surface sampling and composition analysis. Venus is the second planet from the Sun and features a dense, CO2 atmosphere completely covered by clouds with sulfuric acid aerosols, a surface temperature of 460ºC and a surface pressure of 90 atmospheres. Although already explored by various orbiters and short-lived atmospheric probes and landers, Venus retains many secrets pertaining to its formation and evolution. NASA is interested in expanding its ability to explore the deep atmosphere and surface of Venus through use of long lived (days or weeks) balloons and landers. Technologies for High Temperature and High Pressure EnvironmentsAdvanced thermal control for Venus, including lightweight (50 kg/m3), insulated pressure vessels able to protect the electronics and instruments enclosed inside for a few hours at 460ºC and 100 bar; new lightweight thermal insulation materials (0.1 W/mK at 460ºC), thermal storage (with 3001000 kJ/kg energy density), thermal switches (over 1 W/K for on and 0.01 W/K for off mode), and high performance heat pipes (0.05 W/mK at 460 ºC and 100 bar). Science and engineering sensors able to operate at 460ºC and 100 bar, including seismometers. High temperature electronics and electronic packaging for sensor and actuator interfaces at 460 ºC, including low noise (10 nV/sqHz) preamplifiers, transmitters (S-band), drivers (with 0100 V digital output for driving piezoelectric, electrostatic, or electromagnetic actuators), and high value (on the order of one to hundreds of micro Farad) capacitors. High temperature primary batteries (200 Whr/kg, 100 cycles) for operation at 460ºC. Sample handling and acquisition systems including high temperature drills, motors, and actuators able to operate in the 460ºC, 90 atmosphere surface environment of Venus. Technologies for Aerial Mobility In addition to the severe environment technologies above, innovative technologies are also sought in the following areas of robotic technologies for aerial mobility:Concepts and devices for a low mass (~12 kg), high efficiency electric drive motor for the 90 K Titan environment. This motor needs to operate continuously for up to 12 months on Titan and drive the main propulsion propeller at up to 5 revolutions per second with a controllable power input across the range of 050 W. Concepts and devices for a low mass ( Concepts and devices for surface sample acquisition from an aerobot in the 90 K surface environment of Titan. These can include, but are not limited to, station keeping, landed or anchored (tethered) aerobots. Both liquid and solid (ice or rock; loose particle or drilled core) samples are of interest.Research should be conducted to demonstrate technical feasibility during Phase I and show a path toward a Phase II hardware/software demonstration, and when possible, deliver a demonstration unit or software package for JPL testing at the completion of the Phase II contract. Read less>>"
Space Science,Topic S4 Exploration of the Solar System ,S4.03Advanced Flexible Electronics and Nanosensors, JPL," ARC, GRC","The strategic plan within the Office of Space Science at NASA calls for intense exploration of a wide variety of bodies in the solar system within a modest budget. To achieve this will require revolutionary advances over the capabilities of traditional spacecraft systems and a broadening of the tool set through the introduction of new kinds of space exploration systems. These systems will include, but are not limited to, orbiters, landers, atmospheric probes, rovers, penetrators, aerobots (balloons), planetary aircraft, subsurface vehicles (ice and soil), and submarines. Also of interest are delivery of distributed sensor systems consisting of networks of tiny ( Nanosensors The nanosensing and bio-nanotechnology for the sensing aspect of this subtopic seeks to leverage breakthroughs in the emerging fields of nano-technology and biotechnology to develop advanced sensors and actuators with increased sensitivity and small size for solar system exploration. Technologies should provide enhanced capabilities over the current state-of-the-art and be able to operate in an extreme environments. This harsh environment includes steady operation and cycling in the temperature range of -180°C to 100°C, and high radiation. Of particular interest are harsh environment-operable nanosystems for single molecule sensing and manipulation, on-chip biomolecular analysis, and semiconductor laser diodes in the 25 µm and detectors in the greater than 15 µm wavelength range. Flexible Electronics Electronically steerable L-band phased array antennas are needed for missions to the Moon, Mars, Titan and Venus. L-band provides the capability to detect surface and subsurface topology including ice or features hidden by the surface dust. Flexible, lightweight active arrays enable better packaging efficiency for the antenna and are critical for these missions. Currently, manufacturing reliable passive arrays with required tolerances is challenging and the only method for integration of the electronics is to attach and interconnect the electronic components on the surface. This method is expensive, unreliable and impractical for large arrays. Technologies enabling large area flexible antennas including flexible electronics are needed. State-of-the-art flexible, printable electronics have low switching frequencies. Innovative new materials or processes will be needed to enable devices that can handle the gigahertz frequencies needed for radar. In addition, large area manufacturing methods are needed to manufacture these passive and active antennas. Research should be conducted to demonstrate technical feasibility during Phase I and show a path toward a Phase II hardware and software demonstration, and when possible, deliver a demonstration unit or software package for JPL testing at the completion of the Phase II contract. Read less>>"
