Company Name,Experience With SBIR Program,Number of Employees,Is Woman Owned,Is Socially and Economically Disadvantaged,Is HUBzone Owned
AGAVE BIOSYSTEMS INC.,105,N/A,No,No,No
Agbabian Assocs,4,35,No,No,No
AGBIO DEVELOPMENT INC,1,3,No,No,No
AGC,1,70,No,No,No
"AgCreate Solutions, Inc.",1,9,Yes,No,No
"AGCREDIT CONSULTING, LLC",2,1,Unavailable,Unavailable,Yes
"Agdia, Inc. ",7,51,No,No,No
AGENCOURT BIOSCIENCE CORPORATION,1,N/A,No,No,No
"Agenebio, Inc.",2,2,No,No,No
"AGENNIX, INC.",16,N/A,No,No,Yes
AGENOVIR CORPORATION,1,4,No,No,No
"AGENT DYNAMICS, INC.",2,3,No,No,No
"AGENTAI, INC.",6,6,No,No,No
AGENTASE LLC,18,20,No,No,No
"Agentsheets, Inc",13,3,No,No,No
Agenus Inc.,6,70,No,No,No
"Agex Therapeutics, Inc.",1,17,No,No,No
"AGGAMIN PHARMACEUTICALS, LLC",4,4,No,No,No
Agi Technologies,2,94,No,No,No
"Agile Data Decisions, Inc.",3,6,No,No,No
"Agile Decision Sciences, LLC",2,306,No,Yes,No
"Agile Devices, Inc.",3,4,No,No,No
"AGILE FOCUS DESIGNS, LLC",3,1,Yes,No,No
"AGILE GENOMICS, LLC",2,N/A,No,No,No
AGILE HEALTH INC,2,6,No,No,No
"Agile Mind, Inc.",7,N/A,No,No,No
"Agile Nanotech, Inc.",2,4,No,No,No
Agile RF Systems LLC,10,9,Yes,No,No
"AGILE RF, INC.",16,15,No,No,No
"AGILE SCIENCES, INC.",15,3,No,No,No
Agile Space Propulsion Company,2,10,No,No,Yes
AGILE TECHNOLOGIES INC.,1,10,No,No,No
"AGILE TRANSFORMATION, INC.",1,50,Yes,Yes,No
AGILEDELTA,3,N/A,No,No,No
"Agilemd, Inc.",1,15,No,No,No
AGILENT TECHNOLOGIES INC,1,0,No,No,No
"AgileQR, Inc",1,3,No,Yes,Yes
AgileSrc LLC,1,5,No,No,No
AGILESYSTEMS LLC,9,3,No,No,No
"Agiliron, Inc.",1,5,No,Yes,No
Agilis Corp.,2,N/A,No,No,No
"AGILIS MEASUREMENT SYSTEMS, INC.",3,65,No,No,No
"Agility Communications, Inc.",8,80,No,No,No
Agility Data,1,2,No,No,No
AGILIX CORPORATION,1,N/A,No,No,No
AGILOPTICS,11,12,No,No,No
Agiltron Development Corporation,2,5,No,No,No
"AGILTRON, INC.",270,45,No,No,No
"Agilvax, Inc.",3,4,No,No,No
"Aging Aircraft Consulting, LLC",7,6,No,No,No
Aginova Inc,6,7,No,No,No
"AGION TECHNOLOGIES, INC.",2,1,No,No,No
"Agita Labs, Inc.",1,6,No,No,No
"AgiVox, Inc.",2,3,Yes,No,No
Agni Medical LLC,1,1,Unavailable,No,No
AGNIK LLC,9,18,No,No,No
"AGNITRON TECHNOLOGY, INC",14,12,No,No,No
"AgonOx, Inc. ",1,6,No,No,No
Agora Net Inc,2,N/A,No,No,No
Agoura Technologies,1,1,No,No,No
Agouron Pharmaceuticals Inc.,8,28,No,No,No
"AGPOLLEN, LLC",2,1,No,No,No
AgraFilms Inc,1,2,No,No,No
"AgraQuest, Inc.",7,N/A,No,No,No
"AgraSol, Inc.",1,N/A,No,No,No
"AgraTek, LLC",1,6,No,No,No
Agrecol Corp.,1,N/A,No,No,No
AGREN INC,3,10,No,No,No
"AgRenew, Inc.",6,N/A,No,No,No
"AgResearch International, Inc.",8,N/A,No,Yes,No
"AGRI PROCESSING SERVICES, L.L.C.",2,1,No,No,No
"AGRI WIND TURBINES, LLC",1,1,No,No,No
"AGRI-ANALYSIS, LLC",4,0,No,No,No
"Agri-Starts, Inc.",1,N/A,No,No,No
"AGRI-TECH PRODUCERS, LLC",1,2,No,Yes,No
"AGRI-TECH, Inc.",3,N/A,No,No,No
Agricultural and Environmental Geographic Information Systems,1,2,Yes,No,No
Agricultural Education &amp; Con,1,N/A,No,No,No
Agricultural Electronics Corporation,3,0,No,No,No
Agricultural Identification,2,N/A,No,No,No
"Agricultural Management Systems, Inc.",1,N/A,No,No,No
AGRICULTURAL RESEARCH INITIATIVES INC,7,2,No,No,No
Agridyne Technologies Inc.,1,N/A,No,No,No
AgriHouse,1,4,No,No,No
"AGRINERDS, INC.",1,4,No,No,No
"Agriphi, Inc.",2,N/A,No,No,No
"Agris-Schoen Vision Systems, Inc.",2,N/A,No,No,No
"AgriTech Electronics, L.C.",4,N/A,No,No,No
"Agrivax, Inc.",3,N/A,Yes,No,No
"Agrivida, Inc.",3,9,No,No,No
"AGRO BIOSCIENCES, INC.",1,5,No,No,No
"Agro-Plastics, Inc.",3,N/A,Yes,No,No
Agrobotics Inc.,2,N/A,No,No,No
AGROSPHERES INC.,3,7,No,No,No
Agsco Inc.,2,N/A,No,No,No
AgSquared LLC,3,11,No,No,No
"Aguila Technologies, Inc.",45,9,Yes,No,No
Aguirre International,1,N/A,No,Yes,No
"AGYPHARMA, LLC",1,N/A,Unavailable,Unavailable,Unavailable
"AHLTEK ENTREE WIRELESS, LLC",2,2,No,No,No
Ahmic Aerospace LLC,9,9,No,No,No
"AHURA CORPORATION, INC.",3,N/A,No,No,No
AI Asset Management LLC,1,2,No,Yes,No
"AI Biosciences, Inc.",14,7,No,No,No
"AI METRICS, LLC",2,4,No,No,Yes
AI Optics Inc.,1,7,No,Yes,No
"AI Signal Research, Inc.",17,135,No,No,No
AI SOLUTIONS INC,3,383,No,No,No
AI SOLUTIONS LLC,2,2,No,No,No
"AI Strike, LLC",1,3,Unavailable,Unavailable,Unavailable
"Ai Systems, Inc",1,N/A,No,No,No
"AI TECHNOLOGY &amp; SYSTEMS, INC.",1,2,No,Yes,Yes
AI Tracking Solutions LLC,2,4,No,No,No
"Ai Ware, Inc.",5,11,No,No,No
"AI.Reverie, Inc.",3,17,No,No,No
Aicom Corpon,1,N/A,No,Yes,No
Aicomm Inc,1,N/A,No,Yes,No
Aics Inc,1,N/A,Yes,No,No
"AICURE, LLC",5,75,No,No,No
AID NETWORKS,2,5,Yes,Yes,No
"Aidar Health, Inc",2,2,No,No,No
"Aids Impact, Inc.",2,N/A,No,Yes,No
Aifly Ventures,1,2,No,No,No
Aiki Corporation,1,N/A,No,No,No
Aikili Biosystems Inc,2,2,No,No,No
"AIKO BIOTECHNOLOGY, INC.",1,N/A,No,No,No
AIL RESEARCH INC,19,4,No,No,No
"AIM MRO Holdings, Inc",1,85,No,No,No
"Aim-Wave Technologies, Inc.",1,2,No,No,No
AIMDYN INC,2,11,Yes,No,No
"Aimm, Inc.",2,3,No,No,No
AIMRNA INC,1,1,No,No,No
"AIMS, INC.",8,6,Yes,No,No
Aincobio LLC,1,2,No,No,No
"Aingeal, LLC",1,3,No,No,No
"AIQ Global, Inc.",1,10,No,No,No
"AIR ARMOR TECH, LLC",1,5,No,Yes,No
"Air Care, Inc.",1,N/A,No,No,No
"Air Cleaning Blowers, LLC",1,6,No,No,No
"Air Company Holdings, Inc.",1,21,No,No,Unavailable
"Air Control Techniques, P.C.",2,8,No,No,No
Air Cycle Corp.,1,11,No,No,No
Air Dynamics Industrial Systems Corporation ,1,15,No,No,No
"Air Instruments &amp; Measurement, Inc",1,N/A,No,No,No
"AIR LOGISTICS AND ENGINEERING CONSULTANTS, LLC",1,15,No,No,No
"Air Logistics and Engineering Solutions, LLC",3,5,No,No,No
Air Logistics Corporation,1,21,No,No,No
AIR QUALITY DESIGN INC.,2,0,No,No,No
Air Sciences Inc.,1,29,No,No,No
"Air Squared, Inc.",27,120,No,No,No
"Air Traffic Analysis, Inc.",1,1,No,No,No
Air Turbine Technology Inc.,4,16,No,No,No
"AIR-LOCK, INCORPORATED",10,20,No,No,No
Aira Tech Corp.,1,8,No,No,No
"Airak, Inc.",18,N/A,No,No,No
AIRBEAMS LLC,1,3,No,No,No
Airborne Innovations LLC,4,3,No,No,No
"Airborne Outfitters, LLC",2,1,No,No,No
Airborne Research Associates,1,N/A,No,No,No
"Airborne Technologies, Inc.",3,4,No,No,No
AIRBUOYANT LLC,1,1,No,No,No
"AIRCARE LABS, LLC",1,3,No,No,No
Aircor Inc,1,N/A,No,No,No
Airdex Corpon,1,N/A,No,No,No
AIREX CORP.,12,13,No,No,No
Airex Corpon,1,N/A,No,No,No
AIRFLOW SCIENCES CORPORATION,7,29,No,No,No
AIRFOILS INC,2,1,No,No,No
"Airgility, Inc.",2,15,No,Yes,No
"Airity Technologies, Inc.",2,7,No,No,No
AirLIft Environmental LLC,3,N/A,No,No,No
"Airmap, Inc.",2,45,No,No,No
"AIROCARE, INC.",1,18,No,No,No
AIRPHOTON LLC ,1,12,No,Yes,No
"AirShare Systems, Inc.",1,9,No,Yes,No
"Airsign, Inc.",2,35,No,No,No
Airspace Technology Corp,3,20,No,No,No
Airsport Corp.,2,N/A,Yes,No,No
"AIRSTREAMS RENEWABLES, INC.",1,30,No,No,No
Airtech Precision Shot,2,16,No,No,No
AIRTRAX CORP.,2,5,No,No,No
AIRTRONICS,2,40,No,No,No
Airviz Inc.,1,7,No,No,No
Ais Systems Inc,1,7,No,No,No
AISN SOFTWARE,1,N/A,No,No,No
"Aither Engineering, Inc.",3,9,No,No,No
"AIVOCODE, INC.",4,3,No,No,No
"AJ MEDICAL DEVICES, INC.",2,N/A,No,No,No
Aj Systems,1,1,No,No,No
AJA Inc.,1,25,No,No,No
"Ajjer, Llc",4,5,No,No,No
AJK TECHNOLOGY,1,1,No,No,No
AJM International Electronics Consultants,2,2,Unavailable,Unavailable,Unavailable
"AJT and Associates, Inc",4,18,No,Yes,No
AK Circuit Corporation,1,2,No,No,No
Akabotics Corp.,2,2,No,No,No
"Akadio, Inc.",5,37,No,No,No
"Akai Kaeru, LLC",3,3,No,No,No
"AKAMAI PHYSICS, INC.",4,4,No,No,No
"AKANOCURE PHARMACEUTICALS, INC.",3,3,Yes,No,No
AKAZA RESEARCH,2,N/A,No,No,No
"AKCELI, INC.",1,N/A,No,No,No
AKELA INC,16,15,No,No,No
AKEM LLC,1,2,Yes,No,No
Aker Industries Inc,2,N/A,No,No,No
Akermin Incorporated,2,15,No,No,No
"Akers Associates, Inc.",1,3,No,No,No
Akervall Technologies Inc,3,6,Yes,No,No
"AKESO HEALTH SCIENCES, LLC",2,N/A,No,No,No
Akhiok Tribal Enterprises,1,N/A,No,Yes,No
"AKINA, INC.",6,14,No,Yes,No
AKITA INNOVATIONS LLC ,15,7,No,No,No
AKKADIX CORPORATION,1,N/A,No,No,No
"Akm Associates, Inc.",23,12,No,Yes,No
Akman Associates Inc,1,11,No,No,No
"Akonia Holographics, LLC",2,20,No,No,No
AKONNI BIOSYSTEMS INC.,23,12,No,No,No
"Akorn Technology, Inc.",1,1,No,No,No
"AKOS ZARANDY EUTECUS, INC.",1,12,No,No,No
Akouos,1,1,No,No,No
"AKOUSTIS, INC.",3,91,No,No,No
"Akoya Biosciences, Inc.",1,2,No,No,No
"AKRIVIS TECHNOLOGIES, LLC",2,7,No,Yes,Yes
Akrobotix LLC,1,2,No,Yes,Yes
"AKRON AIR MATERIALS, LLC",2,3,No,No,No
Akron Ascent Innovations LLC,2,1,No,No,Yes
"Akron Biotechnology, LLC",3,23,Yes,No,No
Akron PolyEnergy Inc.,1,4,No,No,No
"AKRON POLYMER SYSTEMS, INC.",5,12,No,No,No
"AKRON RUBBER DEVELOPMENT LABORATORY,INCORPORATED",6,100,No,No,No
AKROSENSE LLC,1,12,No,Yes,Yes
"Akrotome Imaging, INC",4,3,No,No,No
AKSTON BIOSCIENCES CORP,4,5,No,No,No
AKTIV-DRY,9,N/A,No,No,No
AKTIVAX INC,3,47,No,No,No
AKTIWAVE LLC,3,5,Yes,No,No
AKURE,1,N/A,Yes,No,No
"AL Ventures, LLC",1,1,Yes,No,No
"ALA SCIENTIFIC INSTRUMENTS, INC.",7,10,No,No,No
Alabama Catfish Inc. d/b/a Harvest Select Farm,3,N/A,No,No,No
"Alabama Cryogenic Engineering, Inc.",56,4,No,No,No
Alabama Research,2,N/A,No,No,No
Alacrity Semiconductors Inc,2,4,No,Yes,Yes
"Alacron, Inc.",7,N/A,No,No,No
"ALAFAIR BIOSCIENCES, INC.",2,0,No,No,No
"Alakai Defense Systems, Inc.",6,14,No,No,No
"Alamanda Polymers, Inc.",1,2,Yes,No,No
"Alamar Biosciences, Inc.",1,5,No,No,No
Alameda Applied Sciences Corporation,103,2,No,No,No
Alamo Instruments,1,2,No,No,No
"ALAMX, LLC",1,N/A,No,No,No
Alan Penn &amp; Associates Inc,10,1,No,No,No
"Alanthus Associates, Inc.",1,6,No,No,No
Alantro Communications Inc,1,N/A,No,No,No
"Alaphatech, Inc.",3,10,No,No,No
"Alare Technologies, LLC",2,19,No,No,No
Alaska AgriTech Inc. ,1,3,Yes,Yes,No
Alaska Green Gold Company,3,N/A,No,No,No
"Alaska Native Technologies, LLC",9,64,No,No,No
"Alaska Project Solutions, Inc.",1,2,Yes,No,No
Alaunus Biosciences,2,1,No,No,No
ALBA THERAPEUTICS CORPORATION,2,N/A,No,No,No
"Alba-Technic, LLC",4,2,Yes,No,No
Albanese Defense and Energy Development Company,3,3,No,No,No
Albany Cardiothoracic Surgeons,1,N/A,No,No,No
"ALBANY INSTRUMENTS, INC.",1,2,No,No,No
"ALBANY MOLECULAR RESEARCH, INC.",7,N/A,No,No,No
Albany Titanium Inc.,2,25,No,No,No
"Albeado, Inc.",2,8,No,Yes,No
"Albers Group, LLC, The",2,139,No,Yes,No
Albers Research &amp; Dev. Assocs,2,N/A,No,No,No
ALBERT I. KING,4,5,No,No,No
"Alberti&#039;s Window, LLC",5,2,No,No,No
Albido Corporation,8,3,No,No,No
Albion Instruments,4,N/A,No,No,No
ALBUQUERQUE AVIAN EXOTIC,2,N/A,No,No,No
"AlburtyLab, Inc.",2,0,No,No,No
ALBUS IMAGING LLC,2,5,Yes,No,No
"Alcamena Stem cell Therapeutics, LLC",2,2,No,No,No
Alcatera Inc.,3,5,No,No,No
"Alcedo, Inc.",1,14,No,No,No
"ALCES Technology, Inc.",8,8,No,No,No
"Alchem Field Services, Inc.",2,N/A,No,No,No
"Alchemet, Inc.",2,N/A,No,No,No
"ALCHEMIE SOLUTIONS, INC.",4,7,Yes,No,No
Alchemist Technologies,1,N/A,No,No,No
"ALCHEMR, INC.",3,4,No,No,No
ALCHEMY GEOPOLYMER SOLUTIONS LLC,2,2,No,No,No
ALCHLIGHT,4,5,No,No,Yes
Alcide Corp,1,N/A,No,No,No
Alcohol Self-control Program,3,N/A,No,No,No
ALCOR BIOSEPARATIONS,3,N/A,No,No,No
Alcorix Co.,4,3,No,No,No
"ALD NANOSOLUTIONS, INC",27,20,No,No,No
"ALDATU BIOSCIENCES, INC.",6,9,No,No,No
"Aldea Communication, Inc.",3,N/A,Yes,Yes,No
Alden Electronics Inc,2,N/A,No,No,No
Alden Products Co.,1,12,No,No,No
"ALDEN RESEARCH LABORATORY, INC.",1,82,No,No,No
Aldenex Vision LLC,2,4,No,No,No
"ALDER BIOPHARMACEUTICALS, INC.",1,3,No,No,No
Alder Research Center,2,N/A,No,No,No
"ALDERON BIOSCIENCES, INC.",63,2,No,No,No
Aldevron,2,70,No,No,No
Alditri Technologies,2,2,No,No,No
"ALECTOR, LLC",2,25,No,No,No
"ALEF OMEGA, INC.",3,2,No,No,No
"Alelo Tlt, LLC",14,20,No,No,No
"Alem Associates, Inc.",15,N/A,No,No,No
Alenas Imaging LLC,1,3,No,No,No
ALENTEC,1,3,No,No,No
ALEO BME INC,2,4,No,No,Yes
Aleph Laboratories Inc.,1,N/A,No,No,No
"Aleph Therapeutics, Inc.",2,2,No,No,No
"ALERION BIOMEDICAL, INC.",2,N/A,No,No,No
"Alerje, Inc.",1,3,No,Yes,Yes
Alers Photovoltaics,2,3,No,No,No
"ALERTEK, LLC",2,N/A,No,No,No
Alesat Corp,2,5,No,No,No
"Alessa Therapeutics, Inc.",1,4,No,No,No
ALETAV TECHNOLOGIES,1,2,No,No,No
"ALEX AND ALICE, INC.",1,6,No,Yes,No
Alex Hartov Consulting,1,N/A,No,No,No
ALEXANDER BIODISCOVERIES,4,0,No,No,No
ALEXANDRIA HEALTH LLC,1,4,No,No,No
"Alexion Pharmaceuticals, Inc.",7,N/A,No,No,No
Alexium Government Solutions LLC,1,7,No,No,No
Alexza Molecular Delivery Corporation,12,N/A,No,No,No
Alfa Engineering Inc,1,12,No,No,No
Alfadan Inc,1,4,Unavailable,Unavailable,Unavailable
"Alfalight, Inc.",1,40,No,No,No
ALGAEN CORPORATION,8,4,No,Yes,No
Algal Scientific Corporation,1,N/A,No,No,No
ALGAXPERTS LLC,1,6,No,Yes,No
Algen Biotechnologies Inc,1,5,No,No,No
ALGENESIS CORPORATION,4,11,No,No,No
"ALGENIX, INC.",5,N/A,No,No,No
Algenol Biotech LLC,2,85,No,No,No
ALGENTA TECHNOLOGIES LLC ,2,3,No,No,No
Alger Stirling Company,3,1,No,No,No
Algisys,1,2,No,No,No
"ALGLUTAMINE, LLC",1,N/A,No,No,No
Algoma Algal Biotechnology LLC,2,2,No,No,No
"ALGOMEDIX, INC.",5,7,No,No,No
"AlgometRx, Inc.",1,2,Yes,No,No
Algorithm Design &amp; Measurement,3,2,No,No,No
ALGORITHMAX,1,N/A,No,No,No
Algorithmica Llc,1,3,No,No,No
"ALGORITHMRX, LLC",2,5,No,No,No
"ALGOS THERAPEUTICS, INC.",1,N/A,No,No,No
ALGOSOL LLC,1,2,No,No,No
"ALGYNOMICS, INC.",1,0,No,No,No
ALIAS-I,2,N/A,No,No,No
Alico Systems Inc,3,18,No,No,No
ALIDA BIOSCIENCES INC,1,10,No,No,No
"ALIDADE, INC.",1,7,No,No,No
ALIEN SANDBOX LLC,2,2,No,No,No
Align Sciences Ltd,1,1,No,Yes,No
Aligned Carbon Inc.,1,3,No,No,No
"Aligned Concepts, LLC",2,3,No,Yes,No
"Alio, Inc.",1,30,No,No,No
ALIR TECHNOLOGIES LLC,1,1,No,Yes,No
"Aliro Technologies, Inc.",5,12,No,No,No
ALISBIO LLC,1,4,No,No,No
Alitea U S A,1,N/A,Yes,No,No
Alitea-Berkeley Instruments,1,N/A,No,No,No
"Alitheon, Inc.",1,16,No,No,No
Aliva Biopharmaceuticals,2,4,No,No,No
"Alkar-RapidPak, Inc.",2,N/A,No,No,No
Alkemix Corporation,1,5,No,No,No
"ALKERMES, INC.",11,N/A,No,No,No
"ALKEUS PHARMACEUTICALS, INC.",2,2,No,No,No
"ALKYMOS, INC",2,N/A,No,No,No
"ALL OPTRONICS, INC.",5,4,Yes,No,No
All Power Labs Inc,2,29,No,No,No
ALL THINGS BUGS LLC,10,1,No,No,No
"All Vision Technologies, Inc.",2,4,No,No,No
All-Tech Solutions,1,64,No,No,No
Allander Biotechnologies,3,3,Yes,Unavailable,Unavailable
ALLAY THERAPEUTICS INC,1,51,Unavailable,Unavailable,Unavailable
"Allbeams, Inc.",1,1,No,Yes,Yes
"AllCells, LLC",1,52,No,Yes,No
Allcomp Inc.,63,16,No,No,No
Allegheny Powder Metallurgy,1,N/A,No,No,No
ALLEGORY LABS LLC,2,1,No,No,No
"Allegro 3D, Inc.",3,4,Yes,No,No
"ALLEGRO DIAGNOSTICS, INC.",2,N/A,No,No,No
ALLELE BIOTECHNOLOGY AND PHARMACEUTICALS,17,0,No,Yes,No
"ALLELE DIAGNOSTICS, inc",2,10,No,No,Yes
"ALLEN OSBORNE ASSOC., INC.",1,25,No,No,No
Allen/loeb Assoc,3,N/A,No,No,No
ALLEN/LOEB ASSOCIATES,3,0,No,No,No
Allergene,1,N/A,No,No,No
Allergy And Asthma Consultants,2,14,No,No,No
Allergy Immuno Technologies,2,16,No,No,No
"Alleviant Medical, Inc.",1,24,No,No,No
"ALLEZ PHYSIONIX, LTD",6,N/A,No,No,No
ALLIANCE DISCOVERY INC.,2,1,No,No,No
ALLIANCE FOR COMMUNITY RESEARCH AND DEV,1,N/A,Yes,Yes,No
Alliance Pharmaceutical Corp.,5,N/A,No,No,No
"Alliance Spacesystems, LLC",3,105,No,No,No
"Allied Associates International, Inc.",2,100,No,No,No
Allied Energy Systems Inc,1,N/A,No,No,No
"Allied Engineering Services, Inc.",1,N/A,No,No,No
Allied Forces Solutions,1,0,Unavailable,Unavailable,Unavailable
Allied Innovative Systems LLC,20,N/A,No,No,No
ALLIED MICROBIOTA LLC,2,2,Yes,Yes,No
Allied Polymer Innovations Inc,1,3,No,Unavailable,Yes
ALLIED SYSTEMS COMPANY,2,200,No,No,No
"Alligant Scientific, LLC",2,6,No,No,No
"ALLIMMUNE, LLC",2,N/A,No,No,No
"Allinaire Therapeutics, LLC",2,4,No,No,Yes
"Allomics, Inc.",1,2,No,No,No
Allopartis Biotechnologies,4,6,No,No,Yes
"Allos Therapeutics, Inc.",2,N/A,No,No,No
"ALLOSENSE, INC.",1,7,No,Yes,Yes
ALLOSTERIX PHARMACEUTICALS LLC,1,1,No,No,No
"ALLOSTEROS THERAPEUTICS, INC.",7,0,No,No,No
Allotech Inc,3,N/A,No,No,No
Allotrope Medical Inc.,2,2,No,No,No
"Allotropica Technologies, Inc.",2,6,No,No,No
"ALLOY COMPUTING, LLC",1,3,No,No,No
ALLOY ENTERPRISES INC.,2,19,No,No,No
"Alloy Surfaces Company, Inc.",2,29,No,No,No
Alltech. Inc.,2,N/A,No,No,No
"ALLTRANZ, INC.",5,N/A,Yes,No,No
"ALLUMIA, LLC",1,12,Unavailable,Unavailable,Unavailable
Allure Security Technology,2,1,No,No,No
"ALLUVIUM BIOSCIENCES, INC.",6,2,No,No,No
"Allvia, Inc.",1,14,No,No,No
"ALLVIVO VASCULAR, INC.",9,N/A,No,No,No
"ALLYKE, INC.",1,7,No,No,No
Allylix Inc.,1,6,No,No,No
Allyx Therapeutics Inc.,1,1,No,No,No
Alm Inc.,1,27,No,No,No
Almatech,1,N/A,No,No,No
Alme &amp; Associates,1,N/A,No,No,No
Alme and Associates,2,N/A,No,No,No
"ALMEN LABORATORIES, INC.",4,N/A,Yes,No,No
ALNYLAM PHARMACEUTICALS,1,N/A,No,No,No
"ALO, INC.",1,3,Yes,No,No
"ALODAR SYSTEMS, INC.",1,N/A,No,No,No
ALOFT SENSING INC,2,4,No,No,No
Alpenglow Instruments LLC,2,6,No,No,No
"ALPERIN NONINVASIVE DIAGNOSTICS, INC.",2,3,No,No,No
"Alph Technologies, LLC",1,2,Unavailable,Unavailable,No
"Alpha Beta Technologies, Inc.",1,18,No,Yes,No
"Alpha Drive, Inc.",1,1,Yes,No,No
Alpha Environmental Laboratory,1,N/A,No,No,No
Alpha Group Systems,1,2,No,No,No
"ALPHA INFORMATICS, LIMITED",1,4,Yes,No,No
"Alpha Interventional, Inc.",2,N/A,No,No,No
Alpha M.O.S. America Incorporated,1,N/A,No,No,No
"Alpha Manufacturing, Inc.",3,29,No,No,No
"ALPHA OMEGA ELECTROMAGNETICS, LLC",18,5,No,No,No
"Alpha Optical Systems, Inc.",2,47,No,No,No
"Alpha Photonics, Inc.",2,20,Yes,No,No
Alpha Recon LLC,2,20,No,Yes,No
"ALPHA SCENTS, INC.",8,7,No,No,No
ALPHA STATCONSULT LLC ,1,4,Yes,No,No
ALPHA UNIVERSE LLC,12,3,No,No,No
"ALPHA-1 AEROSPACE, LLC.",1,3,No,No,No
"ALPHA-BETA TECHNOLOGY, INC.",4,N/A,No,No,No
alpha-En Corporation,1,10,No,No,Yes
"ALPHA-GAMMA TECHNOLOGIES, INC.",2,50,No,Yes,No
"Alphabet Energy, Inc.",4,3,No,No,No
"ALPHACORE PHARMA, LLC",2,N/A,No,No,No
"Alphacore, Inc.",82,22,No,No,No
"ALPHAGENE, INC.",1,N/A,No,No,No
"ALPHAMED, INC",13,N/A,No,No,No
"Alphamicron, Inc.",7,38,No,No,No
"Alphaport, Inc.",2,12,Yes,No,Yes
"ALPHASENSE, INC.",31,6,Yes,No,No
ALPHASTAR TECHNOLOGY SOLUTIONS LLC,46,15,Yes,No,No
"ALPHATECH, INC.",228,203,No,No,No
ALPHATHERA,6,6,No,No,No
"ALPHATRAC, INC.",3,15,No,No,No
ALPHION CORP.,1,23,No,No,No
ALPINE HYDROMET,1,1,No,No,No
Alpine Media,2,N/A,Yes,No,No
Alpine Research Inc.,1,N/A,No,No,No
Alps South LLC,1,115,No,No,No
"ALPZHI, INC.",2,5,No,No,No
"ALQIMI NATIONAL SECURITY, INC.",1,38,No,Yes,No
"ALS BIOPHARMA, LLC",1,1,No,No,No
Als Co,1,N/A,No,Yes,No
"Alsb Crystal Technology, Inc.",1,N/A,No,No,No
"ALSUS MEDICAL, INC.",1,1,No,No,No
Altadena Instruments,2,N/A,No,No,No
"Altaeros Energies, Inc.",5,5,No,No,No
"Altair Center, Llc.",34,6,No,No,No
"Altair Computing, Inc.",2,N/A,No,No,No
"ALTAIRNANO, INC.",5,105,No,No,No
"ALTALITY, INC.",2,8,Yes,No,No
"Altarock Energy, Inc.",1,24,No,No,No
"ALTASIM TECHNOLOGIES, LLC",7,6,No,No,No
"ALTBIOTICS, LLC ",1,1,No,No,No
Altea Therapeutics Corporation,7,N/A,No,No,No
ALTEC INC,22,22,Yes,No,No
ALTEC USA,1,N/A,No,No,No
"Altect, Inc.",2,3,No,Yes,No
"Alterna Therapeutics, Inc.",1,1,No,No,No
Alternative Agricultural,1,N/A,No,No,No
ALTERNATIVE AVIATION FUELS LLC,1,1,No,No,No
"Alternative Energy Solutions, Inc.",3,3,No,No,No
"Alternative Energy Systems Consulting, Inc.",1,N/A,No,No,No
"Alternative Fuel Technology, LLC",4,4,No,No,No
ALTERNATIVE HEALTH CARE RESEARCH,1,N/A,Yes,No,No
"ALTERNATIVE SYSTEM CONCEPTS, INC.",15,6,No,No,No
Altex Corp.,2,N/A,No,No,No
Altex Technologies Corporation,112,14,No,No,No
"ALTHEA TECHNOLOGIES, INC.",4,N/A,No,No,No
"ALTHEXIS COMPANY, INC.",3,N/A,No,No,No
"Altigg Therapeutics, Inc.",1,2,No,No,No
"Altis Biosystems, Inc.",6,13,No,No,No
AltiSora LLC,1,2,No,No,No
Altitude Pharma,1,1,No,No,No
"ALTIUS SPACE MACHINES, INC. ",15,329,No,No,No
"Alto Neuroscience, Inc.",1,4,No,No,No
"Altometrics, Inc.",1,2,No,No,No
Altor Bioscience LLC,22,25,No,No,No
"Altoris, Inc.",3,N/A,No,No,No
"Altos, Inc.",1,3,No,No,No
"ALTRAVAX, INC",9,4,No,No,No
"Altrix Medical, Inc.",2,2,No,No,No
"Altron, Inc.",5,108,No,No,No
"ALTRUE.COM, INC.",3,N/A,No,Yes,No
"Altrum Technologies, Inc",4,4,No,No,No
Altuda Energy Corporation,8,2,No,No,No
"ALTUS BIOLOGICS, INC.",12,N/A,No,No,No
Altus Corp.,5,49,No,No,No
ALTUSYS CORP.,11,5,No,No,No
"ALTYX SURGICAL, INC.",1,3,Yes,No,No
"ALUME BIOSCIENCES, INC.",2,3,Yes,No,Yes
Aluminastic,1,5,No,No,No
ALVA HEALTH INC,3,1,No,Yes,No
"ALVEOLI MEDICAL, LLC",1,N/A,No,No,No
Alvin Lowi &amp; Associates,2,N/A,No,No,No
Alwayson MRI,1,N/A,No,No,No
ALYNMNT DEV I LLC,1,1,No,No,No
Alzeca Biosciences,1,1,No,No,No
"AM BIOTECHNOLOGIES, LLC",13,6,No,No,No
"Am Technologies, Inc.",1,4,No,Yes,No
"Amac International, Inc.",16,11,No,No,No
Amador Research Corp,1,2,No,No,No
"AMAIN ELECTRONICS CO., INC.",24,9,No,No,No
Amalga Composites Inc,1,N/A,No,No,No
"Amalgam Industries, Inc.",1,2,No,No,No
Amalgamated Technologies Inc.,3,N/A,No,No,No
